Reservoir_Pressure_psi,Reservoir_Temperature_C,Oil_Production_Rate_bbl_day,Gas_Production_Rate_MSCF_day,Water_Cut_percent,Pipeline_Diameter_m,Wall_Thickness_mm,Pipeline_Length_km,Flow_Velocity_m_s,Fluid_Density_kg_m3,Fluid_Viscosity_cP,Corrosion_Rate_mm_year,Internal_Pressure_psi,Temperature_Gradient_C_km,Elevation_Change_m,Pipeline_Age_years,Calculated_Failure_Pressure_psi,Failure_Probability,Leak_Risk_Class
4872.700594236812,106.71736066225962,33962.446716236,12186.33609662458,58.343125867003984,0.5885903191247247,23.271560228053897,8.53911865834863,3.444378446903252,767.7960296984477,25.48384194272362,0.611077242323787,3034.9388301946587,1.2449893089861224,109.00078627388262,17.44605483500909,2571.0255993608453,0.7306599135002956,High
7753.571532049581,103.12636898667579,40037.38846237725,10517.303176698444,15.514772589464961,0.8496042353985065,15.50720963638996,7.502996558422172,0.860146563946715,896.9239402689019,37.59059185311712,1.4307712922516826,3886.1617501354713,2.4572115516353406,-7.542256081609821,5.2719275941174795,1124.8936831622377,0.8667716903139453,High
6659.969709057025,62.307785922579214,13272.92704083245,6119.598256210825,78.51551070193334,0.21258001885276318,19.498205436721687,75.2168433779719,1.5904841515418255,749.2650874682038,28.570672252160325,1.2279736885189336,3569.441101446715,3.341745980030739,115.58333400413841,10.654227193703793,3621.278127250741,0.7689808463577688,High
5993.292420985183,90.71230448635407,31618.830880742946,626.0549768993558,55.18046151623174,0.21680466915035015,13.720965959451757,35.21092195735832,3.9815570591566285,716.794085458506,5.081826572478024,0.8600905131926598,3945.7583302840494,2.234314033331088,-170.5966892789299,35.41442713099106,553.4936146452739,0.8802077364607008,High
3780.0932022121824,94.21760569072714,29015.553174043685,10176.664827065872,14.148349520125883,0.6011365242504768,17.600691550848765,80.64851766692804,2.8790863415546886,736.3047150245947,10.093431602394215,0.48566101723930166,2790.2871935641524,2.1091978655890697,-123.36241283880196,15.073147124895,2052.1630951622783,0.6765190404948945,Medium
3779.972601681013,95.89405028072105,41808.68846262529,6069.70677696374,86.61042517330861,0.9517407880225338,11.811518748422374,46.01461826507067,4.675860778041701,978.9954349402403,11.747081017515038,0.7443392516984314,1648.4815849227102,0.504495465201242,20.613699858544265,25.201553685200363,126.08475071172302,0.9086154362808521,High
3290.4180608409974,112.2155132304599,45398.26596358177,14824.861863855434,46.652891700178856,0.4734979825336788,11.023180395708907,48.034819578846566,2.4293813375360944,865.5252648818654,13.6353484285974,1.188293354807375,1549.9132520812152,4.119320586997013,178.835329901078,26.9726591139743,253.4329699946814,0.8266279065936876,High
7330.880728874676,108.02422920541906,1595.6818023919536,966.952172774428,6.56086066844895,0.39424789022922546,16.564595723390276,53.723847238409505,4.414155646162653,938.9037326438947,28.70476620557471,0.7079988973512163,5610.833970861233,4.502019254096517,-170.09686131128788,31.49134173058917,304.3770251509248,0.8168513641654915,High
6005.575058716044,114.71145835141002,34026.97603388084,11904.142320462923,56.41496139735605,0.6460203908780973,14.962593483679607,72.73798835563487,2.5202994686520688,799.7963502715154,25.69432321144428,0.43764390281272136,3538.820513448453,4.862585882956244,-182.7663135372543,8.129201179579606,2118.4900626179815,0.7502583759077669,High
6540.362888980228,128.83949353879154,3539.954156866722,18858.747631368275,22.78790163115292,0.937403740490528,16.59072738299962,30.982772253822173,4.906617254158934,877.797594365634,10.954841879846237,0.2417608702943479,2547.3464803611814,3.73672123281147,-137.37973002885772,12.887712249962984,1724.974920150526,0.6794935659375613,Medium
3102.922471479012,133.1687164844484,27894.07458879044,3900.9807086742403,72.33241066895722,0.8532350495601613,10.73321162574046,16.550798205685055,4.819254716294946,848.4856401114974,4.3101873293286666,1.760736206440035,1960.574021815012,2.9695654056644805,56.461251544062634,18.485117316869044,140.64119853240842,0.8708936463621094,High
7849.549260809971,124.6310768603845,15094.003723140231,9697.16506963661,73.60398662095716,0.9959352496598979,12.339156636339904,57.82544684318884,1.9811151750023615,983.7213878206883,9.400178019261185,0.8862228217462922,6243.382951069307,1.7117803391391921,-40.40283333190112,15.228801388292668,120.48976079617508,0.750681873076636,High
7162.213204002109,145.99713263594413,16032.05337658492,2282.7288404341944,88.10526202691956,0.12031172488213938,6.677959212578186,36.06287420806023,4.486656516875614,924.2723908162332,49.23468431831156,1.2541645602684308,5097.538957366884,4.996847641835743,130.2209517670745,39.3333040815279,997.4090232481933,0.9083413575316212,High
4061.6955533913806,61.64093244087255,18294.96666916547,12700.797289096376,45.16825779220533,0.20157233024148602,6.045527445444114,47.03667479846355,4.314251183970422,919.1627894489737,23.958800539782143,0.9859166186622424,2732.9953951733473,3.153887845394475,-171.2267394074537,33.56269132533478,595.3198033491927,0.8849302190343027,High
3909.124836035503,77.62001871151915,31443.330003430896,11235.3677716264,40.94611917549634,0.6485209870299598,10.069142593460326,66.459937292044,1.4480617879740327,713.9059808302839,43.49992973040351,1.7464073715323472,1579.3776224338333,3.565193325487008,-121.43436527411957,19.707783430198955,185.03641732485113,0.9008268137641346,High
3917.022549267169,60.68065874803279,17368.44831776969,8443.627722150231,67.81280449018325,0.8385187954004647,6.484937186610916,51.94194540842071,3.3093068035247137,864.9009007011073,42.58887086677332,1.0984003563719396,2891.0364112388197,3.5708277287989296,-79.98943781404174,35.29147641737225,143.10949338075326,0.8541349961634268,High
4521.211214797689,118.27272427391426,36902.25347892374,10666.851918737953,11.92235907077339,0.3567199080760899,7.075494172694814,63.926487624580076,0.8270704201541669,840.0974361705445,26.06445831568081,0.9667550217187355,2544.9645724435163,4.303633080907316,50.692034675514094,14.558464955748574,336.3983822691597,0.73116380414327,High
5623.78215816119,140.82274940549883,20821.841893119614,17983.2058401457,49.222396241381176,0.3152899792307969,21.25856810787874,56.69900020079464,4.265198242625577,978.3526799818583,35.62769771456663,1.8499559709392082,4187.721327227874,0.5435264248111364,74.06907612061889,31.647304631720317,380.60201054521383,0.9127753158096443,High
5159.725093210579,81.91340669186694,4349.3068151879725,4327.738895065808,49.162284011776585,0.8082782194430808,5.7774739403337865,75.28065533392942,1.2854564757657343,777.2025964568597,10.444848510222903,1.4421822961302555,2398.827991924538,1.4911112319411732,-150.31868241449047,9.723348326151692,148.46373082115502,0.7227722705337956,High
4456.14570099021,143.43310903166758,39404.232281721255,940.007978254271,8.05258105293485,0.15074366846790843,18.178855878694854,72.0639786826039,0.8186661562359403,780.9500359873283,34.731438541418505,0.23198431562024607,1475.0979760187133,3.494903000765063,177.52188359669583,31.120559763828272,8724.246316850627,0.12043392591494378,Low
6059.264473611897,65.42406512606047,15002.157905042593,17302.465251632468,37.61856769562222,0.4324443828243266,10.451154976308011,55.74803972181883,2.3009859299246505,823.4038746644501,14.346844383901185,0.36363187778165995,3259.811480680074,4.528155815710555,-63.582345923916336,18.801682724633405,1002.9304831542617,0.7452299587618965,High
3697.469303260209,144.09924241249627,22205.57710036387,11753.783106564177,76.79563187104817,0.5552283003330968,22.430913614162527,69.49578698167215,3.0961496236983956,773.0109140219129,41.77104274095339,1.5763744972494893,1608.0989213177436,3.584024518646103,85.26750520011325,5.192473518697452,3078.8698860843074,0.5638441662254637,Medium
4460.723242676091,91.6460418515671,34586.75027787317,17867.839881505926,77.05382597951943,0.6043138069152911,14.69984569154999,87.98816221589821,4.34712631351897,738.7551753426249,5.102482522336586,1.673344129148109,2933.4369311767505,2.3607108117215607,9.683087579079512,11.65723572766771,198.57232885764736,0.8691728562104103,High
4831.8092164684585,69.12787456042949,17290.35170028689,12140.431856556865,8.93138984277129,0.7557536411134992,11.111529186556515,46.06577233987601,4.884091364847814,957.2244539952403,38.8837949713786,1.09492974988969,3761.820896556604,2.126999731416177,-110.89675458115735,16.68871033691902,158.7819012333126,0.6738369630167312,Medium
5280.34992108518,103.7284583267693,3772.6971511890656,16298.141254214199,8.164879447304777,0.4193611510875924,15.352778713788691,44.212491911135395,2.4777163065643864,867.4829573211748,5.896908421862357,1.1133659034546122,3408.3976285780836,3.8207660372749417,138.4913292461644,30.222423554913046,286.1495388611604,0.8501954537678633,High
6925.8798069650675,83.10989109484572,19322.131303627866,8878.630585425384,23.642592930174178,0.6514159102071465,12.639160380905377,77.60333398097612,0.772011153433716,958.40881568697,44.178272607821135,1.2675465960743746,5149.162839032094,3.8355696371173704,127.29521127677197,3.8463258745070834,1430.1946863064427,0.6908816912003243,Medium
3998.368910791799,85.63856117657306,47277.98055202087,15122.26866012124,78.72894562985941,0.6268378805118607,16.286021293396605,60.342614518989436,3.871020105616418,949.3404296211088,15.906021388615182,0.8838403908224526,2105.189239150132,3.2317609662756066,-41.571258433323976,26.722332808612943,191.43705849750322,0.8291825750163528,High
5571.1721920680575,87.65609684336579,32444.98546762935,18304.30860435219,11.601232656614904,0.5928544905883724,7.290657366526965,11.745644121145911,3.0432796530077186,784.6127064369014,33.06527487669816,1.3635962557329688,3820.8233662850976,1.8116016084380167,35.443034277542154,28.9245319963809,202.4105440795552,0.8600911096147323,High
5962.0728443102125,132.2723308049397,33902.47828469314,11656.397792583022,64.79971223647016,0.676434963827991,24.939810056251023,89.75064149065273,2.5155110518000843,864.3212332972822,24.887611652393712,0.22587770255716724,4301.765043470224,4.663196682757446,-96.86972162562411,26.502933427104306,3362.343348212396,0.7844508016186775,High
3232.2520635999886,108.52451490077291,31981.825528244353,4025.310435966401,9.10490576517929,0.3335042539612687,13.511117553934351,7.924394712575813,1.8917099545648535,724.9653108220211,18.94885411785461,1.9229456923110988,2118.540226189917,2.9834597395338758,75.9406514985206,30.66611588853467,359.81550032623005,0.9446674941537162,High
6037.724259507191,88.01769292404033,10750.614809012402,5741.553493088864,56.08240683730428,0.1761838782261661,11.964612794147374,76.0976538399256,2.7607933752959104,974.5755652092275,32.62664982599132,1.5028080993518942,3344.2268971166236,4.057215603117488,-76.38927495182743,7.948576024890693,681.1065870962199,0.6952235953137484,Medium
3852.620618436458,114.93004049798265,21498.359341011725,4373.569249499413,32.04605692072303,0.2073445048357691,19.2041969663253,77.08544355690972,2.0240582200566393,821.2788145195459,47.42862604701066,1.2660366659779239,2361.398524673327,1.4643871797282424,137.63149375289396,23.897030847458456,578.7469510949815,0.7977345271951076,High
3325.2579649263976,124.45356068008742,37796.050119802596,5313.7120381167915,71.00225666692803,0.302124144388511,12.27798812990665,95.5455531017834,3.9065534048631214,818.1028551667064,3.022217621356471,0.6394808934488666,2162.2606229118483,2.0481835487662754,-113.04595828909028,37.70465294095131,397.1877197794831,0.8527606097909758,High
7744.427686266667,84.53616006601804,5967.271980104798,6475.101262345209,21.032140394282724,0.5501781419705067,21.66548610057515,10.142768798220471,2.947521634216885,790.8266111853859,46.02378993827211,0.330301420038891,3303.3252355151476,4.435607823743041,-194.07863087261435,24.82058652237697,2937.3492180845983,0.760477861031071,High
7828.160165372797,97.21941913728163,14614.786028395902,11325.108841687175,57.52816464509639,0.8563984754914181,14.085414487208505,61.701401774526644,4.445814983693504,838.1991234132112,30.845001096029662,0.8245924980195999,5517.206110115156,0.7254816347298578,-92.59678321283262,24.84211753116517,140.1216880157822,0.7363859970725857,High
7041.986740582306,70.96974840032527,14539.636314826826,11965.83677454474,21.211428111829644,0.7311640078795457,19.3911682653087,45.64485420957003,2.9459476159224893,775.5278159636345,40.55840073768356,1.3265377137423764,5458.682423503457,2.8054189006549795,-123.57900541620532,29.72114604241749,164.12186418750687,0.8044365164090189,High
4523.068845866854,76.30344145812123,22168.927452130793,8816.745071216292,64.22942548009384,0.8101365437818424,7.149064328837731,36.41013071165649,1.5721808600296852,812.4556818390414,19.8098727182796,1.2710823894119907,2409.075379941455,2.6676746592980405,3.314575889969717,13.994965052908503,148.12317864322165,0.7998953310844006,High
3488.3605700319195,121.30060685684845,49038.06830616707,12500.70520650629,78.6310231104674,0.4158780615334823,21.922383711102235,13.580263228411939,4.32991347004465,939.9841145754646,24.12030576704307,0.7714558985804872,2269.2957302614977,3.8805358500863694,-118.51868333736948,28.318560151540083,288.54611747856967,0.7485550253132228,High
6421.1651325607845,76.32945129260642,4307.624787507275,2090.7110494216354,11.412161921408403,0.4641883674836952,19.714359735562198,58.45214136877437,3.0074857021851975,950.2766510755516,43.57368683825704,1.2304399237279282,4292.632063795761,1.7685219676969959,105.27594828779792,36.733119499215384,258.51574146613024,0.8232781185438305,High
5200.762468698007,107.26470453003542,26416.348724649157,2211.870622634119,77.99361197359532,0.4543136973915516,9.234335569239313,50.508868939088295,1.4307846716460255,791.2547432885549,21.32755052068133,1.6293591081794196,3282.3248356779095,1.4858006983681977,-103.45174479839842,1.4249234479883768,1825.8635679681115,0.7478021144490592,High
3610.191174223894,123.81416355501895,9788.869418598311,3850.6744769743395,53.421772897286814,0.27268586596405137,7.905720194915733,14.932673524347305,3.3057851448029996,840.7043291658364,27.198318770705164,0.06230669695183806,2070.652419953463,4.667597774479551,82.7872719650623,34.93440860324575,2521.1747141908213,0.7332737790456422,High
5475.884550556351,69.61892307852695,48563.15072507746,10602.511211786723,11.439944178032157,0.15509499232921484,11.325846974512487,63.18650317422292,2.109725442240924,962.1459328840157,1.9895512311323125,0.9067358853812486,4056.6665719098114,3.0726934338130913,31.388369205489624,9.526114919095505,2079.8944095346174,0.6943838379249139,Medium
3171.942605576092,111.05809976660132,6551.871731645746,4672.896234617115,38.47876698237408,0.6318244835445042,24.521411720638085,75.10554642402916,4.299825255314296,715.8019995489092,8.771302286064072,1.519524904648914,1663.5676596283665,0.9711030572764452,194.49994258875375,18.781007674314633,189.92616323888865,0.8106706810002164,High
7546.60201039391,83.09065053312274,20776.449115717973,6024.045868105258,14.47742641365881,0.9902950150785275,10.136631491341173,77.89143860009658,2.5398488239094426,966.7434885987357,32.44263889076519,1.0968274962221207,2494.54045024958,1.368662729964445,199.96039080369263,34.24156423715288,121.1760113631233,0.8815823569690961,High
4293.899908000085,146.66341877138217,37156.3642568957,8306.100305373384,63.03130999799126,0.25014673445523655,14.122544178932666,91.0104528849306,3.7689861114833754,765.7553036956995,36.13186815212998,1.3064374149788491,3101.3902443856905,4.994717267814117,147.81043332693196,33.13257297080853,479.71843510703053,0.8602984611679366,High
6312.6114217699105,103.51910820479323,35523.16697334482,16331.389418202407,68.29813209761546,0.1420163379093464,5.600404514346726,43.89972047943383,0.9299129343630672,903.5617732643127,29.547445902440472,1.0381860212846306,4021.07436537321,1.3802404831348658,103.99334771950043,35.78517164691618,844.9732035521143,0.8862793114462859,High
4558.555380447055,132.53932947976423,21713.70320780268,770.3116503007723,9.521686824551907,0.8015785136415396,12.944550591324651,95.541913019103,2.282109558360558,874.7655089153801,8.022191777504922,1.9838303439177989,3303.262854744636,3.247139801091554,-45.417434399770514,37.67625491266852,149.70461153561206,0.9677408821492558,High
5600.340105889054,109.52038879406356,17979.684229683193,13162.886994614137,45.55258674251799,0.32732740601625177,16.426400308662053,87.21579348285518,4.924586464125794,865.8822244567756,22.824866000313907,0.11869685761318606,2068.0584310124045,2.3905763554802815,101.31069085252142,18.439121314098585,5219.630604651537,0.26937850278568964,Low
5733.551396716399,63.90712795693373,20483.006549090656,13543.092355293364,73.31625504233254,0.8466794248176355,24.062492250159302,33.16764924727421,4.138071302647168,957.8080674258464,18.399643551796302,0.9871791953270308,1808.2272015212297,4.485195926824259,182.67021483179627,26.59818862123927,141.7301477780053,0.8756191409107318,High
3924.272277627635,116.98362380346201,13949.536894773324,16073.787716954412,84.25467373958969,0.7335430003310639,15.334720898801288,20.131888548198553,1.219733610651179,730.4716430933984,25.287405857719328,0.1919189327378902,3010.651736160347,3.898258665328975,-190.64896984182235,16.22865918051816,1999.0867246109472,0.7422719323973325,High
7847.923138822793,145.62630079859912,11061.313996633191,18688.682311676108,46.2166080067593,0.9511061833457242,21.382146523553757,46.361992632161275,1.7499382226476479,804.1084075976908,43.646122693150616,0.3279732686060052,2934.057136518744,3.1862812831781713,15.16588007909553,14.677951982194466,2090.3874993930895,0.7705261875102098,High
6875.664116805572,114.1450638131698,24668.94518038561,892.6880545111517,85.52513012502664,0.4680345121810048,15.94255285137801,43.18037725581683,1.9841711398536248,861.4758239034297,39.01721049427394,0.7722463173323411,4846.1479783940495,0.5483254180909212,-112.80067824462617,17.83222101330911,556.801463346908,0.8082930816446376,High
7697.494707820945,133.72699734841112,14158.154047312759,3498.7822575077157,48.212007341042685,0.6957728555055708,5.815700268710362,59.69333400646441,3.4266450222295055,943.386656183812,5.115485568068788,0.31952478208596974,5477.575499026798,4.459078433720569,23.150526347540165,29.979969256524363,172.47007992688097,0.793780201068309,High
7474.136752138244,139.5785817013567,15085.621579965256,17780.340234091866,35.47714451399172,0.5183693027319436,11.30016550379548,60.42169207113606,3.90647641770345,764.9329250235014,44.62515069095365,1.9277374602537356,4890.720818568878,2.5010036187742233,-13.421164096443533,20.556189138520562,231.4951895638268,0.8738831098359692,High
5989.499894055425,80.52717947540393,33181.0471102533,9441.111962646799,76.3382815697606,0.6675298275776892,16.510990156622064,76.24876351609765,3.872869739635594,940.8789524122828,24.116590406341356,1.8941116556830666,2189.947467933743,4.692099438583594,30.307432620913744,32.74832730348534,179.76724790778587,0.9337647559449221,High
7609.371175115584,79.0840355917404,48458.329253294716,11509.517459202538,44.368443941228016,0.5046390154069637,24.011879318622487,53.43954507953297,2.7944332533788128,819.8915447481808,37.44924509941392,0.6788581959790015,4822.053280557074,2.7299255578439054,20.384888567489668,30.06352061065008,856.7736957540019,0.77431455732936,High
3442.4625102595974,114.98828899658926,30578.22282740938,13429.030472601375,42.471225950807074,0.2697690217816674,22.182607195024666,14.958150889372726,4.148692420271681,756.6741569301087,7.861922331953255,1.2830979469549824,2563.0623688166443,3.624010201322265,184.0428156674248,1.7986599838515738,8840.785408738247,0.20293718060410842,Low
3979.914312095726,96.99256228260342,4771.993886183347,13741.79878766493,44.128124046884544,0.5571076744030429,9.567112283576954,86.53767687754508,2.466851372408638,927.6959321330448,33.865256759645355,1.0721691079816345,2040.764035325053,0.8118169225998897,20.87444357389444,25.579288127140302,215.3982174605358,0.8699827253694616,High
3226.13644455269,135.58751725800482,4703.597078849281,18668.93786467191,76.21065016827708,0.5757257812936981,9.40219660038327,34.42763540259277,1.0574625438300287,727.2696704423644,12.579974862863438,1.6330180912263796,1634.8718305395998,3.853182440870536,138.4928352499469,18.02627380903505,208.4325626869639,0.8171497980236623,High
4626.651653816321,141.002081105821,47619.73782143273,19940.51363952756,74.8747387519247,0.829543463434145,9.023459342278015,97.27325872912624,3.03998828744216,854.4302122226329,22.480663959905645,1.258616763535715,2412.4710613558564,2.0209821409036532,-72.0718852796614,18.808530576894523,144.65788146075417,0.8180434363048554,High
4943.38644844741,91.80792413724463,15567.248725059348,14543.070488153335,36.31679931961901,0.7619686352142231,23.449977926050064,16.196710324578163,4.78535623070498,719.1627351585665,1.826280634023116,0.010502384436218587,1686.3668092626758,2.0811155644930137,-24.75972448358044,32.91654910092589,3638.618379600285,0.37756175683366244,Medium
4356.745158869479,81.31835030770338,5511.282318041296,6100.813579500441,29.99698738834725,0.6974124615472996,22.053323062034412,96.0338613620878,4.0684714312663015,806.9253565473363,8.428921258593325,1.5287170273633803,3250.187587390408,1.0339513011922548,-11.834609582076041,22.356711457302392,172.06460540404527,0.8751229765322308,High
7143.687545759647,130.24729637194758,30353.184770368698,17655.1718447397,44.27352216352163,0.20204838599731528,20.497668645058976,13.646121653839113,3.104152914615091,880.3230397019178,5.511944163057368,1.496227761379275,5247.69166393053,1.1608571688809102,-88.50878266584812,35.53925111489894,593.9171422116408,0.8998498625149247,High
4783.766633467946,84.73254319933224,31558.79013622304,1459.8078335448513,51.549525876339814,0.7485546615973435,12.854702284484551,26.94843310497065,3.410625471570936,866.834662446164,12.747464473974665,1.0243481840772972,3822.0126484438833,1.3359157529279457,-48.08389540881791,28.799418103275926,160.3089342118738,0.8094563803594067,High
